"","Edad","Salario","Genero"
"15327",55,23652,"Mujer"
"15328",36,6137,"Mujer"
"15329",46,24988,"Mujer"
"15330",30,5740,"Mujer"
"15331",29,5740,"Mujer"
"15332",60,17806,"Mujer"
"15333",56,23652,"Mujer"
"15334",26,5740,"Mujer"
"15335",15,4090,"Mujer"
"15336",31,5740,"Mujer"
"15337",55,23652,"Mujer"
"15338",64,17806,"Mujer"
"15339",42,6137,"Mujer"
"15340",21,4090,"Mujer"
"15341",23,4090,"Mujer"
"15342",36,6137,"Mujer"
"15343",40,6137,"Mujer"
"15344",26,5740,"Mujer"
"15345",21,4090,"Mujer"
"15346",60,17806,"Mujer"
"15347",61,17806,"Mujer"
"15348",29,5740,"Mujer"
"15349",52,23652,"Mujer"
"15350",35,6137,"Mujer"
"15351",28,5740,"Mujer"
"15352",16,4090,"Mujer"
"15353",22,4090,"Mujer"
"15354",59,23652,"Mujer"
"15355",20,4090,"Mujer"
"15356",51,23652,"Mujer"
"15357",51,23652,"Mujer"
"15358",47,24988,"Mujer"
"15359",55,NA,"Mujer"
"15360",20,4090,"Mujer"
"15361",40,6137,"Mujer"
"15362",53,23652,"Mujer"
"15363",55,23652,"Mujer"
"15364",51,23652,"Mujer"
"15365",28,5740,"Mujer"
"15366",51,23652,"Mujer"
"15367",22,4090,"Mujer"
"15368",53,23652,"Mujer"
"15369",27,5740,"Mujer"
"15370",27,5740,"Mujer"
"15371",54,23652,"Mujer"
"15372",57,23652,"Mujer"
"15373",42,6137,"Mujer"
"15374",32,5740,"Mujer"
"15375",33,5740,"Mujer"
"15376",52,23652,"Mujer"
"15377",46,24988,"Mujer"
"15378",36,NA,"Mujer"
"15379",16,4090,"Mujer"
"15380",27,5740,"Mujer"
"15381",37,6137,"Mujer"
"15382",39,6137,"Mujer"
"15383",42,6137,"Mujer"
"15384",25,5740,"Mujer"
"15385",47,24988,"Mujer"
"15386",38,6137,"Mujer"
"15387",16,4090,"Mujer"
"15388",44,6137,"Mujer"
"15389",31,5740,"Mujer"
"15390",54,23652,"Mujer"
"15391",48,24988,"Mujer"
"15392",52,23652,"Mujer"
"15393",36,6137,"Mujer"
"15394",19,4090,"Mujer"
"15395",62,17806,"Mujer"
"15396",54,23652,"Mujer"
"15397",30,5740,"Mujer"
"15398",27,5740,"Mujer"
"15399",40,6137,"Mujer"
"15400",45,24988,"Mujer"
"15401",53,NA,"Mujer"
"15402",62,17806,"Mujer"
"15403",37,6137,"Mujer"
"15404",62,NA,"Mujer"
"15405",26,5740,"Mujer"
"15406",28,5740,"Mujer"
"15407",32,5740,"Mujer"
"15408",41,6137,"Mujer"
"15409",42,6137,"Mujer"
"15410",32,5740,"Mujer"
"15411",30,5740,"Mujer"
"15412",30,5740,"Mujer"
"15413",27,NA,"Mujer"
"15414",43,NA,"Mujer"
"15415",23,4090,"Mujer"
"15416",40,6137,"Mujer"
"15417",42,6137,"Mujer"
"15418",55,23652,"Mujer"
"15419",27,5740,"Mujer"
"15420",50,23652,"Mujer"
"15421",23,4090,"Mujer"
"15422",61,17806,"Mujer"
"15423",28,5740,"Mujer"
"15424",26,5740,"Mujer"
"15425",46,24988,"Mujer"
"15426",52,23652,"Mujer"
"15427",17,4090,"Mujer"
"15428",30,5740,"Mujer"
"15429",34,5740,"Mujer"
"15430",46,24988,"Mujer"
"15431",37,6137,"Mujer"
"15432",31,5740,"Mujer"
"15433",30,5740,"Mujer"
"15434",52,23652,"Mujer"
"15435",22,4090,"Mujer"
"15436",33,5740,"Mujer"
"15437",44,6137,"Mujer"
"15438",48,24988,"Mujer"
"15439",28,5740,"Mujer"
"15440",36,6137,"Mujer"
"15441",58,23652,"Mujer"
"15442",31,5740,"Mujer"
"15443",29,5740,"Mujer"
"15444",64,17806,"Mujer"
"15445",62,17806,"Mujer"
"15446",46,24988,"Mujer"
"15447",27,5740,"Mujer"
"15448",35,6137,"Mujer"
"15449",63,17806,"Mujer"
"15450",54,23652,"Mujer"
"15451",47,24988,"Mujer"
"15452",41,6137,"Mujer"
"15453",49,24988,"Mujer"
"15454",30,5740,"Mujer"
"15455",42,6137,"Mujer"
"15456",48,24988,"Mujer"
"15457",61,17806,"Mujer"
"15458",15,4090,"Mujer"
"15459",55,23652,"Mujer"
"15460",62,17806,"Mujer"
"15461",45,24988,"Mujer"
"15462",50,NA,"Mujer"
"15463",58,23652,"Mujer"
"15464",47,24988,"Mujer"
"15465",47,24988,"Mujer"
"15466",53,23652,"Mujer"
"15467",32,5740,"Mujer"
"15468",37,6137,"Mujer"
"15469",37,6137,"Mujer"
"15470",29,5740,"Mujer"
"15471",40,6137,"Mujer"
"15472",44,6137,"Mujer"
"15473",39,6137,"Mujer"
"15474",59,23652,"Mujer"
"15475",30,5740,"Mujer"
"15476",53,23652,"Mujer"
"15477",62,17806,"Mujer"
"15478",59,23652,"Mujer"
"15479",28,5740,"Mujer"
"15480",31,5740,"Mujer"
"15481",26,5740,"Mujer"
"15482",43,6137,"Mujer"
"15483",46,24988,"Mujer"
"15484",38,6137,"Mujer"
"15485",27,5740,"Mujer"
"15486",34,5740,"Mujer"
"15487",29,5740,"Mujer"
"15488",18,4090,"Mujer"
"15489",48,NA,"Mujer"
"15490",42,6137,"Mujer"
"15491",64,17806,"Mujer"
"15492",16,4090,"Mujer"
"15493",61,17806,"Mujer"
"15494",44,NA,"Mujer"
"15495",40,6137,"Mujer"
"15496",61,17806,"Mujer"
"15497",40,6137,"Mujer"
"15498",34,5740,"Mujer"
"15499",56,23652,"Mujer"
"15500",42,6137,"Mujer"
"15501",34,5740,"Mujer"
"15502",25,NA,"Mujer"
"15503",24,4090,"Mujer"
"15504",37,6137,"Mujer"
"15505",51,23652,"Mujer"
"15506",55,23652,"Mujer"
"15507",33,5740,"Mujer"
"15508",59,23652,"Mujer"
"15509",32,5740,"Mujer"
"15510",63,17806,"Mujer"
"15511",41,6137,"Mujer"
"15512",20,4090,"Mujer"
"15513",24,4090,"Mujer"
"15514",16,4090,"Mujer"
"15515",38,6137,"Mujer"
"15516",52,23652,"Mujer"
"15517",42,6137,"Mujer"
"15518",42,6137,"Mujer"
"15519",59,23652,"Mujer"
"15520",64,17806,"Mujer"
"15521",53,23652,"Mujer"
"15522",16,4090,"Mujer"
"15523",60,17806,"Mujer"
"15524",19,4090,"Mujer"
"15525",64,17806,"Mujer"
"15526",25,5740,"Mujer"
"15527",24,NA,"Mujer"
"15528",57,23652,"Mujer"
"15529",16,NA,"Mujer"
"15530",29,5740,"Mujer"
"15531",53,23652,"Mujer"
"15532",55,23652,"Mujer"
"15533",51,23652,"Mujer"
"15534",21,4090,"Mujer"
"15535",34,5740,"Mujer"
"15536",48,24988,"Mujer"
"15537",49,24988,"Mujer"
"15538",48,24988,"Mujer"
"15539",36,6137,"Mujer"
"15540",45,24988,"Mujer"
"15541",37,6137,"Mujer"
"15542",33,NA,"Mujer"
"15543",18,4090,"Mujer"
"15544",38,6137,"Mujer"
"15545",34,5740,"Mujer"
"15546",53,23652,"Mujer"
"15547",42,6137,"Mujer"
"15548",53,23652,"Mujer"
"15549",31,5740,"Mujer"
"15550",33,5740,"Mujer"
"15551",62,17806,"Mujer"
"15552",49,24988,"Mujer"
"15553",46,24988,"Mujer"
"15554",61,17806,"Mujer"
"15555",60,17806,"Mujer"
"15556",61,17806,"Mujer"
"15557",60,17806,"Mujer"
"15558",53,23652,"Mujer"
"15559",49,24988,"Mujer"
"15560",44,6137,"Mujer"
"15561",31,5740,"Mujer"
"15562",56,23652,"Mujer"
"15563",61,17806,"Mujer"
"15564",43,6137,"Mujer"
"15565",20,4090,"Mujer"
"15566",31,5740,"Mujer"
"15567",31,5740,"Mujer"
"15568",28,5740,"Mujer"
"15569",38,6137,"Mujer"
"15570",64,17806,"Mujer"
"15571",51,23652,"Mujer"
"15572",54,23652,"Mujer"
"15573",53,23652,"Mujer"
"15574",46,24988,"Mujer"
"15575",50,23652,"Mujer"
"15576",64,17806,"Mujer"
"15577",51,23652,"Mujer"
"15578",62,17806,"Mujer"
"15579",28,5740,"Mujer"
"15580",41,NA,"Mujer"
"15581",33,5740,"Mujer"
"15582",45,24988,"Mujer"
"15583",60,17806,"Mujer"
"15584",23,4090,"Mujer"
"15585",52,NA,"Mujer"
"15586",31,5740,"Mujer"
"15587",33,5740,"Mujer"
"15588",58,23652,"Mujer"
"15589",18,4090,"Mujer"
"15590",62,17806,"Mujer"
"15591",25,5740,"Mujer"
"15592",36,6137,"Mujer"
"15593",18,4090,"Mujer"
"15594",31,5740,"Mujer"
"15595",22,4090,"Mujer"
"15596",60,NA,"Mujer"
"15597",48,24988,"Mujer"
"15598",25,5740,"Mujer"
"15599",45,24988,"Mujer"
"15600",25,5740,"Mujer"
"15601",52,23652,"Mujer"
"15602",35,6137,"Mujer"
"15603",60,17806,"Mujer"
"15604",44,6137,"Mujer"
"15605",24,4090,"Mujer"
"15606",40,6137,"Mujer"
"15607",41,6137,"Mujer"
"15608",22,4090,"Mujer"
"15609",53,23652,"Mujer"
"15610",22,4090,"Mujer"
"15611",22,4090,"Mujer"
"15612",48,24988,"Mujer"
"15613",30,5740,"Mujer"
"15614",55,23652,"Mujer"
"15615",27,5740,"Mujer"
"15616",37,6137,"Mujer"
"15617",26,5740,"Mujer"
"15618",41,6137,"Mujer"
"15619",36,6137,"Mujer"
"15620",46,24988,"Mujer"
"15621",63,17806,"Mujer"
"15622",41,6137,"Mujer"
"15623",16,4090,"Mujer"
"15624",59,23652,"Mujer"
"15625",47,24988,"Mujer"
"15626",40,6137,"Mujer"
"15627",42,6137,"Mujer"
"15628",33,5740,"Mujer"
"15629",57,23652,"Mujer"
"15630",19,4090,"Mujer"
"15631",47,24988,"Mujer"
"15632",34,5740,"Mujer"
"15633",44,6137,"Mujer"
"15634",59,23652,"Mujer"
"15635",22,4090,"Mujer"
"15636",52,23652,"Mujer"
"15637",31,5740,"Mujer"
"15638",58,23652,"Mujer"
"15639",15,4090,"Mujer"
"15640",17,4090,"Mujer"
"15641",60,17806,"Mujer"
"15642",40,6137,"Mujer"
"15643",45,24988,"Mujer"
"15644",22,4090,"Mujer"
"15645",57,23652,"Mujer"
"15646",60,17806,"Mujer"
"15647",22,NA,"Mujer"
"15648",49,24988,"Mujer"
"15649",53,23652,"Mujer"
"15650",42,6137,"Mujer"
"15651",18,4090,"Mujer"
"15652",30,5740,"Mujer"
"15653",27,5740,"Mujer"
"15654",34,5740,"Mujer"
"15655",19,4090,"Mujer"
"15656",51,23652,"Mujer"
"15657",34,5740,"Mujer"
"15658",38,6137,"Mujer"
"15659",50,23652,"Mujer"
"15660",48,24988,"Mujer"
"15661",59,23652,"Mujer"
"15662",62,17806,"Mujer"
"15663",48,24988,"Mujer"
"15664",33,5740,"Mujer"
"15665",31,5740,"Mujer"
"15666",19,4090,"Mujer"
"15667",39,6137,"Mujer"
"15668",32,5740,"Mujer"
"15669",64,17806,"Mujer"
"15670",22,4090,"Mujer"
"15671",41,6137,"Mujer"
"15672",29,5740,"Mujer"
"15673",59,23652,"Mujer"
"15674",27,5740,"Mujer"
"15675",30,5740,"Mujer"
"15676",36,6137,"Mujer"
"15677",34,5740,"Mujer"
"15678",27,5740,"Mujer"
"15679",34,5740,"Mujer"
"15680",16,4090,"Mujer"
"15681",49,24988,"Mujer"
"15682",61,17806,"Mujer"
"15683",33,5740,"Mujer"
"15684",59,23652,"Mujer"
"15685",51,23652,"Mujer"
"15686",20,4090,"Mujer"
"15687",28,5740,"Mujer"
"15688",18,4090,"Mujer"
"15689",36,6137,"Mujer"
"15690",53,23652,"Mujer"
"15691",50,23652,"Mujer"
"15692",48,24988,"Mujer"
"15693",41,6137,"Mujer"
"15694",21,4090,"Mujer"
"15695",17,4090,"Mujer"
"15696",61,17806,"Mujer"
"15697",47,24988,"Mujer"
"15698",16,4090,"Mujer"
"15699",56,23652,"Mujer"
"15700",30,5740,"Mujer"
"15701",39,6137,"Mujer"
"15702",29,5740,"Mujer"
"15703",38,NA,"Mujer"
"15704",29,5740,"Mujer"
"15705",45,24988,"Mujer"
"15706",28,5740,"Mujer"
"15707",28,5740,"Mujer"
"15708",20,4090,"Mujer"
"15709",28,5740,"Mujer"
"15710",31,5740,"Mujer"
"15711",32,5740,"Mujer"
"15712",34,5740,"Mujer"
"15713",31,5740,"Mujer"
"15714",30,5740,"Mujer"
"15715",54,23652,"Mujer"
"15716",53,23652,"Mujer"
"15717",46,24988,"Mujer"
"15718",58,23652,"Mujer"
"15719",23,4090,"Mujer"
"15720",41,NA,"Mujer"
"15721",60,17806,"Mujer"
"15722",47,24988,"Mujer"
"15723",24,4090,"Mujer"
"15724",31,5740,"Mujer"
"15725",63,17806,"Mujer"
"15726",63,17806,"Mujer"
"15727",50,23652,"Mujer"
"15728",31,5740,"Mujer"
"15729",32,5740,"Mujer"
"15730",37,6137,"Mujer"
"15731",48,24988,"Mujer"
"15732",22,4090,"Mujer"
"15733",27,5740,"Mujer"
"15734",37,6137,"Mujer"
"15735",34,5740,"Mujer"
"15736",36,6137,"Mujer"
"15737",61,17806,"Mujer"
"15738",37,6137,"Mujer"
"15739",55,23652,"Mujer"
"15740",49,24988,"Mujer"
"15741",17,4090,"Mujer"
"15742",48,24988,"Mujer"
"15743",47,24988,"Mujer"
"15744",60,17806,"Mujer"
"15745",31,5740,"Mujer"
"15746",59,NA,"Mujer"
"15747",33,5740,"Mujer"
"15748",44,6137,"Mujer"
"15749",37,6137,"Mujer"
"15750",29,5740,"Mujer"
"15751",28,5740,"Mujer"
"15752",16,NA,"Mujer"
"15753",53,23652,"Mujer"
"15754",63,17806,"Mujer"
"15755",32,5740,"Mujer"
"15756",20,4090,"Mujer"
"15757",46,24988,"Mujer"
"15758",35,6137,"Mujer"
"15759",54,23652,"Mujer"
"15760",42,NA,"Mujer"
"15761",41,6137,"Mujer"
"15762",16,4090,"Mujer"
"15763",47,24988,"Mujer"
"15764",30,5740,"Mujer"
"15765",53,23652,"Mujer"
"15766",36,6137,"Mujer"
"15767",57,23652,"Mujer"
"15768",61,17806,"Mujer"
"15769",27,NA,"Mujer"
"15770",16,4090,"Mujer"
"15771",28,5740,"Mujer"
"15772",52,23652,"Mujer"
"15773",55,23652,"Mujer"
"15774",42,6137,"Mujer"
"15775",21,4090,"Mujer"
"15776",32,5740,"Mujer"
"15777",55,23652,"Mujer"
"15778",50,NA,"Mujer"
"15779",55,23652,"Mujer"
"15780",50,23652,"Mujer"
"15781",58,23652,"Mujer"
"15782",18,4090,"Mujer"
"15783",44,6137,"Mujer"
"15784",38,6137,"Mujer"
"15785",34,5740,"Mujer"
"15786",60,17806,"Mujer"
"15787",45,24988,"Mujer"
"15788",38,6137,"Mujer"
"15789",21,4090,"Mujer"
"15790",40,6137,"Mujer"
"15791",27,5740,"Mujer"
"15792",22,4090,"Mujer"
"15793",19,4090,"Mujer"
"15794",58,23652,"Mujer"
"15795",27,5740,"Mujer"
"15796",43,6137,"Mujer"
"15797",34,5740,"Mujer"
"15798",28,5740,"Mujer"
"15799",46,24988,"Mujer"
"15800",64,NA,"Mujer"
"15801",41,6137,"Mujer"
"15802",39,6137,"Mujer"
"15803",18,4090,"Mujer"
"15804",35,6137,"Mujer"
"15805",32,5740,"Mujer"
"15806",53,23652,"Mujer"
"15807",29,5740,"Mujer"
"15808",52,23652,"Mujer"
"15809",62,17806,"Mujer"
"15810",38,6137,"Mujer"
"15811",22,4090,"Mujer"
"15812",42,6137,"Mujer"
"15813",35,6137,"Mujer"
"15814",30,5740,"Mujer"
"15815",30,5740,"Mujer"
"15816",49,24988,"Mujer"
"15817",31,5740,"Mujer"
"15818",23,4090,"Mujer"
"15819",49,24988,"Mujer"
"15820",43,6137,"Mujer"
"15821",53,23652,"Mujer"
"15822",32,5740,"Mujer"
"15823",26,5740,"Mujer"
"15824",33,5740,"Mujer"
"15825",62,17806,"Mujer"
"15826",36,6137,"Mujer"
"15827",63,17806,"Mujer"
"15828",29,5740,"Mujer"
"15829",15,4090,"Mujer"
"15830",16,4090,"Mujer"
"15831",22,4090,"Mujer"
"15832",36,6137,"Mujer"
"15833",39,6137,"Mujer"
"15834",16,4090,"Mujer"
"15835",23,4090,"Mujer"
"15836",23,4090,"Mujer"
"15837",27,5740,"Mujer"
"15838",20,4090,"Mujer"
"15839",44,6137,"Mujer"
"15840",29,5740,"Mujer"
"15841",29,5740,"Mujer"
"15842",64,17806,"Mujer"
"15843",21,4090,"Mujer"
"15844",25,5740,"Mujer"
"15845",54,23652,"Mujer"
"15846",52,23652,"Mujer"
"15847",54,23652,"Mujer"
"15848",16,4090,"Mujer"
"15849",62,17806,"Mujer"
"15850",53,23652,"Mujer"
"15851",24,4090,"Mujer"
"15852",58,23652,"Mujer"
"15853",31,5740,"Mujer"
"15854",21,4090,"Mujer"
"15855",54,NA,"Mujer"
"15856",53,23652,"Mujer"
"15857",18,4090,"Mujer"
"15858",49,24988,"Mujer"
"15859",61,17806,"Mujer"
"15860",50,23652,"Mujer"
"15861",45,24988,"Mujer"
"15862",39,6137,"Mujer"
"15863",55,23652,"Mujer"
"15864",27,5740,"Mujer"
"15865",32,5740,"Mujer"
"15866",35,6137,"Mujer"
"15867",62,17806,"Mujer"
"15868",15,4090,"Mujer"
"15869",50,23652,"Mujer"
"15870",64,17806,"Mujer"
"15871",22,4090,"Mujer"
"15872",62,17806,"Mujer"
"15873",35,6137,"Mujer"
"15874",57,23652,"Mujer"
"15875",35,6137,"Mujer"
"15876",41,NA,"Mujer"
"15877",33,5740,"Mujer"
"15878",37,6137,"Mujer"
"15879",64,17806,"Mujer"
"15880",57,23652,"Mujer"
"15881",49,NA,"Mujer"
"15882",54,NA,"Mujer"
"15883",56,23652,"Mujer"
"15884",62,17806,"Mujer"
"15885",19,4090,"Mujer"
"15886",55,23652,"Mujer"
"15887",22,4090,"Mujer"
"15888",25,5740,"Mujer"
"15889",30,5740,"Mujer"
"15890",53,23652,"Mujer"
"15891",61,17806,"Mujer"
"15892",38,6137,"Mujer"
"15893",35,6137,"Mujer"
"15894",37,6137,"Mujer"
"15895",63,17806,"Mujer"
"15896",52,23652,"Mujer"
"15897",61,17806,"Mujer"
"15898",22,4090,"Mujer"
"15899",21,4090,"Mujer"
"15900",16,4090,"Mujer"
"15901",44,6137,"Mujer"
"15902",27,5740,"Mujer"
"15903",37,6137,"Mujer"
"15904",43,6137,"Mujer"
"15905",52,23652,"Mujer"
"15906",51,23652,"Mujer"
"15907",34,5740,"Mujer"
"15908",47,24988,"Mujer"
"15909",43,6137,"Mujer"
"15910",64,17806,"Mujer"
"15911",29,5740,"Mujer"
"15912",37,6137,"Mujer"
"15913",56,23652,"Mujer"
"15914",17,4090,"Mujer"
"15915",51,23652,"Mujer"
"15916",43,6137,"Mujer"
"15917",59,23652,"Mujer"
"15918",22,4090,"Mujer"
"15919",36,6137,"Mujer"
"15920",43,6137,"Mujer"
"15921",16,4090,"Mujer"
"15922",55,23652,"Mujer"
"15923",63,17806,"Mujer"
"15924",64,17806,"Mujer"
"15925",59,23652,"Mujer"
"15926",15,4090,"Mujer"
"15927",58,23652,"Mujer"
"15928",34,5740,"Mujer"
"15929",35,NA,"Mujer"
"15930",51,23652,"Mujer"
"15931",22,4090,"Mujer"
"15932",41,6137,"Mujer"
"15933",61,17806,"Mujer"
"15934",49,24988,"Mujer"
"15935",20,4090,"Mujer"
"15936",59,23652,"Mujer"
"15937",58,NA,"Mujer"
"15938",33,5740,"Mujer"
"15939",32,5740,"Mujer"
"15940",15,4090,"Mujer"
"15941",39,6137,"Mujer"
"15942",41,6137,"Mujer"
"15943",21,4090,"Mujer"
"15944",58,23652,"Mujer"
"15945",56,23652,"Mujer"
"15946",43,6137,"Mujer"
"15947",45,24988,"Mujer"
"15948",58,23652,"Mujer"
"15949",57,23652,"Mujer"
"15950",50,23652,"Mujer"
"15951",33,5740,"Mujer"
"15952",20,4090,"Mujer"
"15953",39,6137,"Mujer"
"15954",45,24988,"Mujer"
"15955",23,4090,"Mujer"
"15956",34,5740,"Mujer"
"15957",24,4090,"Mujer"
"15958",51,23652,"Mujer"
"15959",41,6137,"Mujer"
"15960",27,5740,"Mujer"
"15961",55,23652,"Mujer"
"15962",16,4090,"Mujer"
"15963",64,17806,"Mujer"
"15964",35,6137,"Mujer"
"15965",47,24988,"Mujer"
"15966",38,6137,"Mujer"
"15967",58,23652,"Mujer"
"15968",56,23652,"Mujer"
"15969",48,24988,"Mujer"
"15970",23,4090,"Mujer"
"15971",16,4090,"Mujer"
"15972",44,6137,"Mujer"
"15973",36,6137,"Mujer"
"15974",60,17806,"Mujer"
"15975",25,5740,"Mujer"
"15976",57,23652,"Mujer"
"15977",31,5740,"Mujer"
"15978",50,23652,"Mujer"
"15979",27,5740,"Mujer"
"15980",21,4090,"Mujer"
"15981",30,5740,"Mujer"
"15982",47,24988,"Mujer"
"15983",59,23652,"Mujer"
"15984",15,4090,"Mujer"
"15985",25,NA,"Mujer"
"15986",20,4090,"Mujer"
"15987",34,5740,"Mujer"
"15988",49,24988,"Mujer"
"15989",58,23652,"Mujer"
"15990",51,23652,"Mujer"
"15991",55,23652,"Mujer"
"15992",40,6137,"Mujer"
"15993",26,5740,"Mujer"
"15994",44,6137,"Mujer"
"15995",42,6137,"Mujer"
"15996",41,6137,"Mujer"
"15997",56,23652,"Mujer"
"15998",33,5740,"Mujer"
"15999",19,4090,"Mujer"
"16000",19,4090,"Mujer"
"16001",55,23652,"Mujer"
"16002",41,6137,"Mujer"
"16003",42,6137,"Mujer"
"16004",40,6137,"Mujer"
"16005",41,6137,"Mujer"
"16006",63,17806,"Mujer"
"16007",56,23652,"Mujer"
"16008",35,6137,"Mujer"
"16009",15,4090,"Mujer"
"16010",42,6137,"Mujer"
"16011",62,17806,"Mujer"
"16012",29,5740,"Mujer"
"16013",31,5740,"Mujer"
"16014",40,6137,"Mujer"
"16015",34,5740,"Mujer"
"16016",39,6137,"Mujer"
"16017",27,5740,"Mujer"
"16018",47,24988,"Mujer"
"16019",39,6137,"Mujer"
"16020",22,4090,"Mujer"
"16021",19,4090,"Mujer"
"16022",20,NA,"Mujer"
"16023",37,6137,"Mujer"
"16024",44,6137,"Mujer"
"16025",28,NA,"Mujer"
"16026",37,6137,"Mujer"
"16027",25,5740,"Mujer"
"16028",45,24988,"Mujer"
"16029",20,4090,"Mujer"
"16030",25,5740,"Mujer"
"16031",27,NA,"Mujer"
"16032",26,5740,"Mujer"
"16033",16,4090,"Mujer"
"16034",49,24988,"Mujer"
"16035",50,23652,"Mujer"
"16036",31,5740,"Mujer"
"16037",42,6137,"Mujer"
"16038",42,6137,"Mujer"
"16039",36,6137,"Mujer"
"16040",52,NA,"Mujer"
"16041",21,4090,"Mujer"
"16042",29,5740,"Mujer"
"16043",46,NA,"Mujer"
"16044",25,5740,"Mujer"
"16045",38,6137,"Mujer"
"16046",17,4090,"Mujer"
"16047",44,6137,"Mujer"
"16048",20,4090,"Mujer"
"16049",16,NA,"Mujer"
"16050",28,5740,"Mujer"
"16051",55,23652,"Mujer"
"16052",32,5740,"Mujer"
"16053",58,23652,"Mujer"
"16054",45,24988,"Mujer"
"16055",27,5740,"Mujer"
"16056",40,6137,"Mujer"
"16057",58,NA,"Mujer"
"16058",26,5740,"Mujer"
"16059",32,5740,"Mujer"
"16060",23,4090,"Mujer"
"16061",63,17806,"Mujer"
"16062",35,6137,"Mujer"
"16063",62,17806,"Mujer"
"16064",63,17806,"Mujer"
"16065",54,23652,"Mujer"
"16066",57,23652,"Mujer"
"16067",38,NA,"Mujer"
"16068",48,24988,"Mujer"
"16069",22,4090,"Mujer"
"16070",58,23652,"Mujer"
"16071",47,24988,"Mujer"
"16072",37,6137,"Mujer"
"16073",27,NA,"Mujer"
"16074",63,17806,"Mujer"
"16075",28,5740,"Mujer"
"16076",28,5740,"Mujer"
"16077",30,5740,"Mujer"
"16078",63,NA,"Mujer"
"16079",52,23652,"Mujer"
"16080",53,NA,"Mujer"
"16081",40,6137,"Mujer"
"16082",40,6137,"Mujer"
"16083",15,4090,"Mujer"
"16084",46,24988,"Mujer"
"16085",29,5740,"Mujer"
"16086",35,6137,"Mujer"
"16087",32,NA,"Mujer"
"16088",44,6137,"Mujer"
"16089",27,5740,"Mujer"
"16090",38,6137,"Mujer"
"16091",44,6137,"Mujer"
"16092",16,4090,"Mujer"
"16093",33,5740,"Mujer"
"16094",61,17806,"Mujer"
"16095",58,23652,"Mujer"
"16096",61,17806,"Mujer"
"16097",39,6137,"Mujer"
"16098",64,17806,"Mujer"
"16099",28,5740,"Mujer"
"16100",20,4090,"Mujer"
"16101",26,5740,"Mujer"
"16102",34,5740,"Mujer"
"16103",37,6137,"Mujer"
"16104",44,6137,"Mujer"
"16105",44,6137,"Mujer"
"16106",52,23652,"Mujer"
"16107",44,6137,"Mujer"
"16108",55,23652,"Mujer"
"16109",44,NA,"Mujer"
"16110",50,23652,"Mujer"
"16111",63,17806,"Mujer"
"16112",48,24988,"Mujer"
"16113",30,5740,"Mujer"
"16114",38,6137,"Mujer"
"16115",28,5740,"Mujer"
"16116",40,6137,"Mujer"
"16117",22,NA,"Mujer"
"16118",28,5740,"Mujer"
"16119",45,24988,"Mujer"
"16120",16,4090,"Mujer"
"16121",62,17806,"Mujer"
"16122",18,4090,"Mujer"
"16123",15,4090,"Mujer"
"16124",34,5740,"Mujer"
"16125",28,5740,"Mujer"
"16126",54,23652,"Mujer"
"16127",39,6137,"Mujer"
"16128",39,6137,"Mujer"
"16129",17,4090,"Mujer"
"16130",19,4090,"Mujer"
"16131",52,23652,"Mujer"
"16132",40,6137,"Mujer"
"16133",54,23652,"Mujer"
"16134",52,23652,"Mujer"
"16135",52,23652,"Mujer"
"16136",18,4090,"Mujer"
"16137",21,4090,"Mujer"
"16138",44,6137,"Mujer"
"16139",44,6137,"Mujer"
"16140",33,5740,"Mujer"
"16141",53,23652,"Mujer"
"16142",49,24988,"Mujer"
"16143",54,23652,"Mujer"
"16144",47,24988,"Mujer"
"16145",47,24988,"Mujer"
"16146",28,5740,"Mujer"
"16147",52,23652,"Mujer"
"16148",24,4090,"Mujer"
"16149",42,6137,"Mujer"
"16150",28,5740,"Mujer"
"16151",50,23652,"Mujer"
"16152",52,23652,"Mujer"
"16153",30,5740,"Mujer"
"16154",35,6137,"Mujer"
"16155",42,6137,"Mujer"
"16156",47,24988,"Mujer"
"16157",20,4090,"Mujer"
"16158",55,23652,"Mujer"
"16159",29,5740,"Mujer"
"16160",58,23652,"Mujer"
"16161",17,4090,"Mujer"
"16162",57,23652,"Mujer"
"16163",61,17806,"Mujer"
"16164",49,24988,"Mujer"
"16165",28,5740,"Mujer"
"16166",16,4090,"Mujer"
"16167",43,NA,"Mujer"
"16168",18,4090,"Mujer"
"16169",40,6137,"Mujer"
"16170",26,5740,"Mujer"
"16171",16,4090,"Mujer"
"16172",31,5740,"Mujer"
"16173",49,24988,"Mujer"
"16174",24,NA,"Mujer"
"16175",62,17806,"Mujer"
"16176",36,6137,"Mujer"
"16177",55,23652,"Mujer"
"16178",57,23652,"Mujer"
"16179",35,6137,"Mujer"
"16180",29,NA,"Mujer"
"16181",49,24988,"Mujer"
"16182",62,NA,"Mujer"
"16183",35,6137,"Mujer"
"16184",35,6137,"Mujer"
"16185",35,6137,"Mujer"
"16186",58,23652,"Mujer"
"16187",46,24988,"Mujer"
"16188",19,4090,"Mujer"
"16189",53,23652,"Mujer"
"16190",23,4090,"Mujer"
"16191",32,5740,"Mujer"
"16192",35,6137,"Mujer"
"16193",22,4090,"Mujer"
"16194",58,23652,"Mujer"
"16195",48,24988,"Mujer"
"16196",24,4090,"Mujer"
"16197",55,23652,"Mujer"
"16198",38,6137,"Mujer"
"16199",54,23652,"Mujer"
"16200",38,NA,"Mujer"
